[[1.26862187 1.69316431]]
[[0.23336053 1.29511482]]

Initial_Hawk_Frequency,Final_Hawk_Frequency,Evolution_Rounds,Hawk_Extincts,Dove_Extincts,
0.08906592789924084,1.0,2,0,1,
0.4608095412551322,1.0,2,0,1,
0.5266052541271614,0.6171875,1,0,0,
0.8643378209565842,0.8515625,1,0,0,
0.16389025647227984,1.0,2,0,1,
0.7962242667570905,0.828125,1,0,0,
0.7896306036458366,0.7578125,1,0,0,
0.581491628051559,1.0,2,0,1,
0.35725499233235936,1.0,2,0,1,
0.3228290517096707,1.0,2,0,1,
0.991184940659624,1.0,1,0,1,
0.6733165987834812,0.6796875,1,0,0,
0.9716166609183815,0.9609375,1,0,0,
0.11990152592012593,1.0,2,0,1,
0.06848354737059903,1.0,2,0,1,
0.9271192340236779,0.9453125,1,0,0,
0.42635903815692167,1.0,2,0,1,
0.9801537683084759,0.9609375,1,0,0,
0.4747300984784799,1.0,2,0,1,
0.40031440164812837,1.0,2,0,1,
0.32687063704691177,1.0,2,0,1,
0.4987229411757381,1.0,2,0,1,
0.10293031118635987,0.96875,2,0,0,
0.680926934322305,0.7421875,1,0,0,
0.23658162964470997,1.0,2,0,1,
0.648588765133934,0.6015625,1,0,0,
0.3737317678139185,1.0,2,0,1,
0.26269974073469005,1.0,2,0,1,
0.919403255666018,0.9140625,1,0,0,
0.11931162495973602,1.0,2,0,1,
0.5225015690464636,0.46875,1,0,0,
0.1320966790204856,0.96875,2,0,0,
0.6795862596088237,0.6796875,1,0,0,
0.5145239795708437,1.0,2,0,1,
0.7385702136922195,0.7734375,1,0,0,
0.6499430763528797,0.6640625,1,0,0,
0.5425827515707267,0.53125,1,0,0,
0.07352741739406288,1.0,2,0,1,
0.4700269300325477,1.0,2,0,1,
0.10737341674632583,1.0,2,0,1,
0.5915763287854913,0.5703125,1,0,0,
0.29304777921143543,1.0,2,0,1,
0.3109069256164251,1.0,2,0,1,
0.274673780548522,1.0,2,0,1,
0.34253927916509774,1.0,2,0,1,
0.5244089699625613,0.5390625,1,0,0,
0.7065432398448382,0.6640625,1,0,0,
0.992711789459602,0.9921875,1,0,0,
0.5003848636178185,1.0,2,0,1,
0.15585491268485296,1.0,2,0,1,
0.501514638451478,1.0,2,0,1,
0.509302735299727,0.53125,1,0,0,
0.8426503565025759,0.84375,1,0,0,
0.037614606604393086,1.0,2,0,1,
0.19167150244082876,1.0,2,0,1,
0.6130201542689845,0.625,1,0,0,
0.1697590945722126,1.0,2,0,1,
0.4687018241566776,1.0,2,0,1,
0.5644838804049218,0.53125,1,0,0,
0.7327429520850236,0.7109375,1,0,0,
0.886759914017177,0.859375,1,0,0,
0.72284665246367,0.734375,1,0,0,
0.47849446164552145,0.5625,1,0,0,
0.1740967979582575,1.0,2,0,1,
0.001271038094331045,1.0,3,0,1,
0.7193106054780722,0.640625,1,0,0,
0.5454601401221852,0.6015625,1,0,0,
0.46446016839876103,1.0,2,0,1,
0.37187864652618796,1.0,2,0,1,
0.05494052061650767,1.0,2,0,1,
0.2435082484911385,1.0,2,0,1,
0.08894718057434181,1.0,2,0,1,
0.9959314777437005,1.0,1,0,1,
0.6329239609825654,0.640625,1,0,0,
0.9019202135734038,0.9375,1,0,0,
0.536884641023815,1.0,2,0,1,
0.7011549826782403,0.7109375,1,0,0,
0.8467735063339752,0.890625,1,0,0,
0.2474485933240922,1.0,2,0,1,
0.12337078943433266,1.0,2,0,1,
0.3993674682673598,1.0,2,0,1,
0.21316046107145203,1.0,2,0,1,
0.5548461103902171,0.5625,1,0,0,
0.014748748203975648,0.703125,2,0,0,
0.36913053179647115,1.0,2,0,1,
0.12537210331687942,0.921875,2,0,0,
0.20256681876202254,1.0,2,0,1,
0.23924440852358309,1.0,2,0,1,
0.7533414980472066,0.7265625,1,0,0,
0.2404879308104525,1.0,2,0,1,
0.04884798296773196,0.8046875,2,0,0,
0.09039160801905899,1.0,2,0,1,
0.1054884108984967,0.9453125,2,0,0,
0.6119298454048999,0.640625,1,0,0,
0.8816655495246452,0.890625,1,0,0,
0.9341313560649342,0.953125,1,0,0,
0.9178970822958759,0.8828125,1,0,0,
0.5978300852202579,0.5625,1,0,0,
0.03335990986641135,1.0,2,0,1,
0.5910062028618246,0.546875,1,0,0,
0.9611181715070017,0.9375,1,0,0,
0.41996423568514996,1.0,2,0,1,
0.21676481460125252,1.0,2,0,1,
0.6245692552111177,0.6640625,1,0,0,
0.4391618876170259,1.0,2,0,1,
0.9630134006597861,0.9609375,1,0,0,
0.7864560024101732,0.765625,1,0,0,
0.5439627011949979,1.0,2,0,1,
0.807087720848051,0.828125,1,0,0,
0.272483660782171,1.0,2,0,1,
0.8387646137103083,0.8671875,1,0,0,
0.4370427694687846,1.0,2,0,1,
0.6359106193280424,0.6015625,1,0,0,
0.7162614705989331,0.59375,1,0,0,
0.9748707896223885,0.9765625,1,0,0,
0.9807929454978557,1.0,1,0,1,
0.6681886975069483,0.6171875,1,0,0,
0.604408288661462,0.609375,1,0,0,
0.9532858838801338,0.96875,1,0,0,
0.5761472195246087,0.5703125,1,0,0,
0.09223463290980927,1.0,2,0,1,
0.13787270965822895,1.0,2,0,1,
0.2747687723102843,1.0,2,0,1,
0.9049010181695042,0.90625,1,0,0,
0.42738667499725247,1.0,2,0,1,
0.8229332250401575,0.8125,1,0,0,
0.4531810718880621,1.0,2,0,1,
0.18608680735453587,1.0,2,0,1,
