[[0.91496599 0.08503401]]
[[2.38271614e-09 9.99999998e-01]]

Initial_Hawk_Frequency,Final_Hawk_Frequency,Evolution_Rounds,Hawk_Extincts,Dove_Extincts,
0.6994320895876922,0.5546875,16,0,0,
0.8606641935649243,0.71875,16,0,0,
0.8104473518168556,0.7265625,16,0,0,
0.6893758986649593,0.6796875,16,0,0,
0.2610814227746351,0.28125,16,0,0,
0.20857872424613633,0.265625,16,0,0,
0.2477476042666562,0.2578125,16,0,0,
0.3050039598748533,0.328125,16,0,0,
0.06631679037362137,0.078125,16,0,0,
0.38590638998813487,0.4375,16,0,0,
0.8060392495495633,0.734375,16,0,0,
0.018086378541931403,0.0390625,16,0,0,
0.27519450877140406,0.2265625,16,0,0,
0.5750559308698605,0.578125,16,0,0,
0.404102566275509,0.3984375,16,0,0,
0.9769440793395748,0.734375,16,0,0,
0.5258715831178794,0.5234375,16,0,0,
0.4891043784259911,0.4609375,16,0,0,
0.9289756264666265,0.7421875,16,0,0,
0.27769173299502536,0.265625,16,0,0,
0.8359664473022602,0.6875,16,0,0,
0.005447754621069945,0.0234375,16,0,0,
0.45483506841214993,0.4375,16,0,0,
0.43842355151632695,0.4609375,16,0,0,
0.4908027801212115,0.484375,16,0,0,
0.46534079240031245,0.4375,16,0,0,
0.8414092251614789,0.7265625,16,0,0,
0.5703265048633367,0.4921875,16,0,0,
0.9029885500200092,0.734375,16,0,0,
0.9078542841645713,0.7265625,16,0,0,
0.4826175683387892,0.390625,16,0,0,
0.894863679938443,0.71875,16,0,0,
0.4878702403584515,0.4921875,16,0,0,
0.3851237470912582,0.3984375,16,0,0,
0.994478741402341,0.75,16,0,0,
0.41196521177856094,0.4296875,16,0,0,
0.09815948554902032,0.109375,16,0,0,
0.05596095680735402,0.0625,16,0,0,
0.7176405867345663,0.7265625,16,0,0,
0.6182465651762167,0.6796875,16,0,0,
0.4619705670137616,0.421875,16,0,0,
0.6056043123633176,0.6015625,16,0,0,
0.010067627350807684,0.0078125,16,0,0,
0.42617137051993503,0.4140625,16,0,0,
0.17014367475717096,0.2109375,16,0,0,
0.5481144118420405,0.5078125,16,0,0,
0.22179723645021088,0.28125,16,0,0,
0.7248018262271382,0.6796875,16,0,0,
0.40686309017805555,0.40625,16,0,0,
0.13642853498893504,0.140625,16,0,0,
0.3627472032618838,0.421875,16,0,0,
0.8799073476362456,0.71875,16,0,0,
0.6236378640744611,0.5546875,16,0,0,
0.0952623660350228,0.09375,16,0,0,
0.277743480207432,0.3046875,16,0,0,
0.7421523486633204,0.7109375,16,0,0,
0.09797635888961687,0.09375,16,0,0,
0.21519529766570333,0.203125,16,0,0,
0.8733425197575523,0.7421875,16,0,0,
0.9669793655263945,0.7265625,16,0,0,
0.07910405310823354,0.0703125,16,0,0,
0.5461423722583564,0.609375,16,0,0,
0.807019103910422,0.71875,16,0,0,
0.09006140682908426,0.109375,16,0,0,
0.22842573917760667,0.21875,16,0,0,
0.023728147494328278,0.0078125,16,0,0,
0.3094684277183488,0.2734375,16,0,0,
0.18549133756975178,0.234375,16,0,0,
0.5945963534555879,0.6484375,16,0,0,
0.9394629518142105,0.734375,16,0,0,
0.8776636622429371,0.7265625,16,0,0,
0.19429602144167035,0.1953125,16,0,0,
0.4371672610366857,0.453125,16,0,0,
0.43414781805573754,0.484375,16,0,0,
0.8245867026166946,0.7265625,16,0,0,
0.3660093856678076,0.265625,16,0,0,
0.13569248220763064,0.1640625,16,0,0,
0.1113135584364251,0.1015625,16,0,0,
0.8002476844085609,0.703125,16,0,0,
0.33823288200165835,0.3671875,16,0,0,
0.08549279616903416,0.078125,16,0,0,
0.6578529446295571,0.6640625,16,0,0,
0.2190170711432632,0.2265625,16,0,0,
0.9478942528843165,0.75,16,0,0,
0.3022067602387416,0.2890625,16,0,0,
0.9713738942615543,1.0,16,0,1,
0.6251045689604838,0.6015625,16,0,0,
0.8240843586685425,0.75,16,0,0,
0.6008962280139672,0.6015625,16,0,0,
0.014853027685107656,0.0234375,16,0,0,
0.38199057882476006,0.3359375,16,0,0,
0.5821167381933529,0.640625,16,0,0,
0.69450231109289,0.6171875,16,0,0,
0.1169060546385412,0.1171875,16,0,0,
0.45830276495327116,0.4375,16,0,0,
0.2824754647080868,0.25,16,0,0,
0.2959596600984956,0.328125,16,0,0,
0.1911563440662779,0.21875,16,0,0,
0.3614723405129697,0.4453125,16,0,0,
0.33754636781269387,0.3046875,16,0,0,
0.14509937508304815,0.125,16,0,0,
0.433629988793376,0.4453125,16,0,0,
0.7466262158869167,0.6875,16,0,0,
0.47302850645346284,0.453125,16,0,0,
0.8059148434245839,0.7265625,16,0,0,
0.11561851082190555,0.0703125,16,0,0,
0.6726486044657267,0.6796875,16,0,0,
0.7773398431039449,0.7265625,16,0,0,
0.3842235594850435,0.46875,16,0,0,
0.9195299651524201,0.734375,16,0,0,
0.7721058036017918,0.71875,16,0,0,
0.17081802421871828,0.1640625,16,0,0,
0.7929412289785183,0.7421875,16,0,0,
0.6546733032959776,0.7265625,16,0,0,
0.9211783985233525,0.7421875,16,0,0,
0.46025962226773953,0.4609375,16,0,0,
0.9745772814151077,0.7421875,16,0,0,
0.06047739315668543,0.0703125,16,0,0,
0.3129838308459123,0.328125,16,0,0,
0.406203828913938,0.4453125,16,0,0,
0.9441207236323076,0.734375,16,0,0,
0.509311481523593,0.484375,16,0,0,
