[[0.61564626 0.38435374]]
[[4.66806623e-14 1.00000000e+00]]

Initial_Hawk_Frequency,Final_Hawk_Frequency,Evolution_Rounds,Hawk_Extincts,Dove_Extincts,
0.3502410835147528,0.328125,16,0,0,
0.04081515680032488,0.0546875,16,0,0,
0.7408958731457905,0.140625,16,0,0,
0.2260106185817885,0.21875,16,0,0,
0.7266156081424726,0.3203125,16,0,0,
0.3365263153091811,0.296875,16,0,0,
0.41116970318310675,0.4140625,16,0,0,
0.7005239324408012,0.3671875,16,0,0,
0.565957657893609,0.453125,16,0,0,
0.5336194693943593,0.46875,16,0,0,
0.8157430650339849,0.0078125,16,0,0,
0.06783028572183936,0.09375,16,0,0,
0.6102173726372632,0.4375,16,0,0,
0.8891757208481121,0.015625,16,0,0,
0.691913025375331,0.265625,16,0,0,
0.9065277646824916,0.078125,16,0,0,
0.025961222691077812,0.0234375,16,0,0,
0.634666403795297,0.328125,16,0,0,
0.13231580807590337,0.1484375,16,0,0,
0.6341731011995929,0.453125,16,0,0,
0.9021027946578344,0.0,16,1,0,
0.6311357769964809,0.4296875,16,0,0,
0.9268979664052267,0.0546875,16,0,0,
0.5696261260783805,0.4375,16,0,0,
0.2416324512851915,0.25,16,0,0,
0.9284577072820628,0.0,16,1,0,
0.00238379902134922,0.0078125,16,0,0,
0.7683550703629641,0.1328125,16,0,0,
0.6576604394143079,0.4453125,16,0,0,
0.38787818157652754,0.3828125,16,0,0,
0.49537427212234764,0.4375,16,0,0,
0.6036952178877233,0.4375,16,0,0,
0.2117686418684449,0.1953125,16,0,0,
0.4713207708549002,0.453125,16,0,0,
0.030968676551924035,0.015625,16,0,0,
0.650905098242995,0.453125,16,0,0,
0.7658669358891985,0.0,16,1,0,
0.3290604898745889,0.375,16,0,0,
0.030014332418323075,0.046875,16,0,0,
0.2256050836851866,0.2578125,16,0,0,
0.4504455501435217,0.4140625,16,0,0,
0.8879092149308547,0.0,16,1,0,
0.10612462189689031,0.1015625,16,0,0,
0.0820391124519031,0.1171875,16,0,0,
0.9835980792604613,0.0,16,1,0,
0.2289897025576385,0.2890625,16,0,0,
0.6454056101338929,0.40625,16,0,0,
0.7322402407977031,0.0703125,16,0,0,
0.18842602627043836,0.2109375,16,0,0,
0.9552613775268686,0.0,16,1,0,
0.13509294442558928,0.140625,16,0,0,
0.2036287446899826,0.2109375,16,0,0,
0.1276207561993803,0.140625,16,0,0,
0.890338181718246,0.0,16,1,0,
0.012381916194895703,0.0,16,1,0,
0.7801480194858269,0.09375,16,0,0,
0.10425754955313127,0.1015625,16,0,0,
0.026392987247362498,0.015625,16,0,0,
0.970059663912276,0.0,16,1,0,
0.02773792582715706,0.0234375,16,0,0,
0.2811492378775938,0.28125,16,0,0,
0.7793329358932137,0.0234375,16,0,0,
0.12469523901097246,0.15625,16,0,0,
0.7503236771860883,0.1953125,16,0,0,
