[[0.73809524 0.26190476]]
[[9.46488230e-10 9.99999999e-01]]

Initial_Hawk_Frequency,Final_Hawk_Frequency,Evolution_Rounds,Hawk_Extincts,Dove_Extincts,
0.3268592201393481,0.3203125,16,0,0,
0.08310349313441845,0.078125,16,0,0,
0.029330322065380998,0.015625,16,0,0,
0.5273380445831359,0.5078125,16,0,0,
0.5452357240756383,0.546875,16,0,0,
0.32188912831175276,0.375,16,0,0,
0.8781685400132315,0.0,16,1,0,
0.7873317787436814,0.0,16,1,0,
0.3905078036490087,0.3203125,16,0,0,
0.6922636642369359,0.703125,16,0,0,
0.08136332652251688,0.0625,16,0,0,
0.16042148543214252,0.2265625,16,0,0,
0.5586184333415803,0.546875,16,0,0,
0.6487937503147345,0.6171875,16,0,0,
0.16304229321467945,0.140625,16,0,0,
0.5079377263139092,0.515625,16,0,0,
0.31182447990135487,0.3125,16,0,0,
0.09435265436566742,0.078125,16,0,0,
0.6693565410054989,0.671875,16,0,0,
0.3590282900003182,0.3203125,16,0,0,
0.7137209300190436,0.7109375,16,0,0,
0.6608006079784924,0.6640625,16,0,0,
0.08163459687741081,0.078125,16,0,0,
0.17644709515296375,0.125,16,0,0,
0.47532985384266424,0.484375,16,0,0,
0.8776696246465685,0.0,16,1,0,
0.524140107118147,0.4765625,16,0,0,
0.5452105858517882,0.5859375,16,0,0,
0.49428822455046595,0.453125,16,0,0,
0.026402993434195055,0.015625,16,0,0,
0.024502625645269505,0.0234375,16,0,0,
0.41443951580856764,0.375,16,0,0,
0.888443643152005,0.0,16,1,0,
0.27329898133482144,0.3046875,16,0,0,
0.2692594708070162,0.21875,16,0,0,
0.1795109921700846,0.1640625,16,0,0,
0.13361689148556766,0.171875,16,0,0,
0.1823866492798265,0.1875,16,0,0,
0.008900531903242359,0.015625,16,0,0,
0.9892707075377617,0.0,16,1,0,
0.1514734364504915,0.1484375,16,0,0,
0.8126408363647839,0.0,16,1,0,
0.3606806710500823,0.390625,16,0,0,
0.09931023694762986,0.078125,16,0,0,
0.6711657171250979,0.71875,16,0,0,
0.4375413806916406,0.4140625,16,0,0,
0.9922031621938694,1.0,1,0,1,
0.11767304751519103,0.1328125,16,0,0,
0.1994695717694558,0.21875,16,0,0,
0.22223696724302966,0.1875,16,0,0,
0.22924545492178428,0.1953125,16,0,0,
0.34511749162223404,0.3984375,16,0,0,
0.11753439117541986,0.1015625,16,0,0,
0.6492717138910665,0.6953125,16,0,0,
0.7744067421441706,0.0,16,1,0,
0.9250789815431283,0.0,16,1,0,
0.8306151531910149,0.0,16,1,0,
0.4537042114313178,0.515625,16,0,0,
0.03490186991509414,0.046875,16,0,0,
0.5196382248568219,0.46875,16,0,0,
0.2930264399083252,0.3203125,16,0,0,
0.019646127008035252,0.0,16,1,0,
0.7647840193689135,0.0,16,1,0,
0.26519181742170483,0.2109375,16,0,0,
0.648924482128088,0.671875,16,0,0,
0.05466785310087674,0.0703125,16,0,0,
0.03143626023804558,0.0078125,16,0,0,
0.7942244851515686,0.0,16,1,0,
0.6214816583661585,0.625,16,0,0,
0.4331894828782413,0.5234375,16,0,0,
0.7296942884464048,0.703125,16,0,0,
0.5331010515841419,0.5625,16,0,0,
0.7816818626172055,0.0,16,1,0,
0.365351509210608,0.2890625,16,0,0,
0.3346056514522928,0.390625,16,0,0,
0.16271988918062497,0.109375,16,0,0,
0.6690118743084408,0.6953125,16,0,0,
0.2549154940884867,0.2890625,16,0,0,
0.3861874768789326,0.2421875,16,0,0,
0.7830882258477453,0.0,16,1,0,
0.3213827354480362,0.375,16,0,0,
0.6712077852078193,0.71875,16,0,0,
0.6819438364859854,0.7265625,16,0,0,
0.12974773956394525,0.1796875,16,0,0,
0.45787935517736533,0.5234375,16,0,0,
0.9592302522601597,0.0,16,1,0,
0.35665261550315774,0.2890625,16,0,0,
0.12633717203016903,0.140625,16,0,0,
0.7555282356335166,0.7265625,16,0,0,
0.34373880557678105,0.328125,16,0,0,
0.19710292312815558,0.2421875,16,0,0,
0.9214335419037467,0.0,16,1,0,
0.22183405288930957,0.2734375,16,0,0,
0.7299449489683973,0.734375,16,0,0,
0.8866096701468017,0.0,16,1,0,
0.010897066164192504,0.0078125,16,0,0,
0.9974637428748209,1.0,1,0,1,
0.9513517324296908,0.0,16,1,0,
0.1195803791566793,0.125,16,0,0,
0.8125183040850371,0.0,16,1,0,
0.49698083283924765,0.6015625,16,0,0,
0.9449934030323788,0.0,16,1,0,
0.5025578954944686,0.46875,16,0,0,
0.15694005661487676,0.140625,16,0,0,
0.07982487647046499,0.1015625,16,0,0,
0.7587076839101562,0.0,16,1,0,
0.17579425338744836,0.2265625,16,0,0,
0.35748470312433966,0.375,16,0,0,
0.6631737108575587,0.6875,16,0,0,
0.43171406800574597,0.5078125,16,0,0,
0.7904049280146017,0.0,16,1,0,
0.17186260990102054,0.1796875,16,0,0,
0.8222615859114608,0.0,16,1,0,
0.14167905933503377,0.1015625,16,0,0,
0.5265321361135852,0.5234375,16,0,0,
0.9855030919481707,0.0,16,1,0,
0.07867196199604487,0.0390625,16,0,0,
0.2385118912829015,0.1875,16,0,0,
0.3352837700028197,0.3125,16,0,0,
0.7222653285743567,0.734375,16,0,0,
0.02857281313998028,0.03125,16,0,0,
0.9277981870950299,0.0,16,1,0,
0.6620684440839033,0.6328125,16,0,0,
0.29668202782936504,0.2734375,16,0,0,
0.9652274622288581,0.0,16,1,0,
0.5010759948233542,0.546875,16,0,0,
0.9459848756028456,0.0,16,1,0,
0.47202567281826224,0.5625,16,0,0,
