[[0.2281827  1.29141397]]
[[0.23275873 1.43816229]]

Initial_Hawk_Frequency,Final_Hawk_Frequency,Evolution_Rounds,Hawk_Extincts,Dove_Extincts,
0.3201811726685885,1.0,2,0,1,
0.6443043118036096,0.6640625,1,0,0,
0.19379127519879236,1.0,2,0,1,
0.002158162512983952,1.0,2,0,1,
0.5398823246461012,0.4375,1,0,0,
0.7608276376159154,0.8359375,1,0,0,
0.9343500612838431,0.9375,1,0,0,
0.07794517473053342,1.0,2,0,1,
0.8437933456619211,0.84375,1,0,0,
0.631702524975266,0.640625,1,0,0,
0.4195940162171832,0.4296875,1,0,0,
0.4950312618464834,0.5390625,1,0,0,
0.165412890008948,1.0,2,0,1,
0.42188566522157167,0.421875,1,0,0,
0.2616187247970837,1.0,2,0,1,
0.3122866657573238,1.0,2,0,1,
0.4560260049335537,0.46875,1,0,0,
0.8265295687803856,0.859375,1,0,0,
0.18603914890446538,1.0,2,0,1,
0.22319816947998916,1.0,2,0,1,
0.8872893883183945,0.8984375,1,0,0,
0.7498742040705791,0.7734375,1,0,0,
0.044752146108371194,1.0,2,0,1,
0.7187433015239973,0.6875,1,0,0,
0.6442793103463947,0.703125,1,0,0,
0.3562788579699684,0.40625,1,0,0,
0.1292866833723626,1.0,2,0,1,
0.6164551436588993,0.6171875,1,0,0,
0.88266131588452,0.8828125,1,0,0,
0.5661775471630607,0.640625,1,0,0,
0.07875959109869346,1.0,2,0,1,
0.749323544594429,0.796875,1,0,0,
0.9152884413554684,0.9140625,1,0,0,
0.40635828639895644,0.4765625,1,0,0,
0.169991035104626,1.0,2,0,1,
0.31618734660744807,1.0,2,0,1,
0.3668195400818425,1.0,2,0,1,
0.04358884279888686,1.0,2,0,1,
0.15961033524037094,1.0,2,0,1,
0.1743690209308768,1.0,2,0,1,
0.12785561255851208,1.0,2,0,1,
0.1620752246802296,1.0,2,0,1,
0.7693461336089775,0.7890625,1,0,0,
0.04284760379347019,1.0,2,0,1,
0.5739312800926117,0.6171875,1,0,0,
0.1769339059843863,1.0,2,0,1,
0.7408473267561735,0.765625,1,0,0,
0.938269292028303,0.90625,1,0,0,
0.21485351190442037,1.0,2,0,1,
0.08842576020996307,1.0,2,0,1,
0.09882440179948715,1.0,2,0,1,
0.2327715107163597,1.0,2,0,1,
0.8557640816564053,0.890625,1,0,0,
0.4028716788932222,1.0,2,0,1,
0.21850113771485302,1.0,2,0,1,
0.07569733860307615,1.0,2,0,1,
0.40600068735093897,1.0,2,0,1,
0.23533917379471125,1.0,2,0,1,
0.596453782212288,0.6015625,1,0,0,
0.6483844605933325,0.5546875,1,0,0,
0.6499874190061637,0.65625,1,0,0,
0.8802019043760593,0.9453125,1,0,0,
0.8113415709047436,0.8125,1,0,0,
0.7440303609097612,0.734375,1,0,0,
0.631040713774938,0.625,1,0,0,
0.08545525775056795,1.0,2,0,1,
0.37122843025780206,1.0,2,0,1,
0.9105081230222555,0.921875,1,0,0,
0.6999449246066255,0.7109375,1,0,0,
0.5740674174141507,0.59375,1,0,0,
0.8839157169077391,0.8671875,1,0,0,
0.7820541543013866,0.7578125,1,0,0,
0.7799197559852838,0.75,1,0,0,
0.8937282286642837,0.8671875,1,0,0,
0.4041382939260093,0.390625,1,0,0,
0.5192136710336581,0.4453125,1,0,0,
0.19269403584256073,1.0,2,0,1,
0.5753903659942621,0.5234375,1,0,0,
0.45343297628699875,0.4609375,1,0,0,
0.677493107926821,0.65625,1,0,0,
0.3616940507177352,1.0,2,0,1,
0.9612462094805051,1.0,1,0,1,
0.8896718372844986,0.875,1,0,0,
0.21576189868818663,1.0,2,0,1,
0.3326085717147259,1.0,2,0,1,
0.9290311041511911,0.921875,1,0,0,
0.7606399943592947,0.7734375,1,0,0,
0.5753703544575137,0.546875,1,0,0,
0.24046864003786694,1.0,2,0,1,
0.37298276042205125,0.3828125,1,0,0,
0.41726660081254496,0.421875,1,0,0,
0.2933627644620921,1.0,2,0,1,
0.2986504232550917,1.0,2,0,1,
0.15917228167044495,1.0,2,0,1,
0.32600351034081265,1.0,2,0,1,
0.36851584118567116,0.3828125,1,0,0,
0.8504527768845452,0.796875,1,0,0,
0.993405903110826,0.984375,1,0,0,
0.9347409460788157,0.9375,1,0,0,
0.47877327329279706,0.4765625,1,0,0,
0.6997473386784033,0.7265625,1,0,0,
0.3659173741719055,0.3828125,1,0,0,
0.8231322980231546,0.8125,1,0,0,
0.42003224339267686,0.484375,1,0,0,
0.7996340550925825,0.78125,1,0,0,
0.6613252960441652,0.6640625,1,0,0,
0.7306600030310045,0.78125,1,0,0,
0.8554683204017254,0.8203125,1,0,0,
0.12472952645516122,1.0,2,0,1,
0.0121336475072098,0.0,1,1,0,
0.45090124124128694,1.0,2,0,1,
0.6177471941003772,0.6875,1,0,0,
0.682319880275039,0.6796875,1,0,0,
0.42835811037556304,1.0,2,0,1,
0.23010950657910223,1.0,2,0,1,
0.3246589425953662,0.4140625,1,0,0,
0.08107330608975971,1.0,2,0,1,
0.31266763665434105,1.0,2,0,1,
0.7378272210445082,0.6484375,1,0,0,
0.9457306675104152,0.9375,1,0,0,
0.1633968903630495,1.0,2,0,1,
0.36889359931989996,1.0,2,0,1,
0.7467206352830906,0.7578125,1,0,0,
0.5505218502466962,0.484375,1,0,0,
0.6285726738103372,0.6484375,1,0,0,
0.07268175855802539,1.0,2,0,1,
0.7959457617982126,0.8046875,1,0,0,
0.649349030746031,0.6328125,1,0,0,
